Name	Group	Organism	COX1_beg	COX1_end
NC_025608		Hemignathus flavus	6653	8203
NC_025609		Pinicola enucleator	6639	8189
NC_025610		Haemorhous mexicanus	6642	8192
NC_025611		Passer domesticus	6616	8166
NC_025613		Haemorhous cassinii	6626	8176
NC_025614		Coccothraustes coccothraustes	6631	8187
NC_025615		Leucosticte arctoa	6617	8167
NC_025616		Eremopsaltria mongolica	6627	8177
NC_025617		Melamprosops phaeosoma	6654	8204
NC_025618		Cardinalis cardinalis	6608	8158
NC_025619		Spinus spinus	6634	8184
NC_025620		Vestiaria coccinea	6649	8199
NC_025621		Serinus dorsostriatus	6627	8177
NC_025622		Hemignathus parvus	6652	8202
NC_025623		Loxia curvirostra	6627	8177
NC_025624		Hemignathus stejnegeri	6651	8201
NC_025625		Pyrrhula pyrrhula	6646	8196
NC_025627		Spinus psaltria	6636	8186
NC_025628		Oreomystis bairdi	6652	8202
NC_025630		Pseudonestor xanthophrys	6649	8199
NC_025631	Actinopterygii	Platysmacheilus nudiventris	5491	7041
NC_025632	Actinopterygii	Triplophysa robusta	5466	7016
NC_025637		Vanellus vanellus	5394	6944
NC_025638	Actinopterygii	Ponticola kessleri	5504	7057
NC_025640		Phrynocephalus grumgrzimailoi	5628	7175
NC_025644	Actinopterygii	Carangoides equula	5515	7065
NC_025646	Actinopterygii	Ochetobius elongatus	5498	7048
NC_025648	Actinopterygii	Coregonus ussuriensis	5474	7024
NC_025649		Chroicocephalus ridibundus	5371	6921
NC_025650	Actinopterygii	Diptychus maculatus	5479	7029
NC_025654		Anser indicus	5412	6962
NC_025665	Actinopterygii	Seriolella porosa	5578	7134
NC_025666		Gloydius saxatilis	6225	7826
NC_025669	Actinopterygii	Oreochromis niloticus x Oreochromis aureus	5507	7100
NC_025670	Mammalia	Leopoldamys edwardsi	5317	6861
NC_025671	Actinopterygii	Andinoacara rivulatus	5477	7039
NC_025742		Primolius couloni	5363	6910
NC_025746	Mammalia	Akodon montensis	5314	6858
NC_025747	Mammalia	Wiedomys cerradensis	5302	6846
NC_025748	Mammalia	Lepus tolai	5346	6887
NC_025767	Actinopterygii	Leporinus piavussu	5474	7021
NC_025769	Mammalia	Manis temminckii	5311	6864
NC_025770	Actinopterygii	Procypris mera	5476	7026
NC_025771	Actinopterygii	Choerodon schoenleinii	5488	7038
NC_025773		Caprimulgus indicus	5399	6949
NC_025777	Mammalia	Scapanulus oweni	5367	6911
NC_025778	Chondrichthyes	Sphyrna zygaena	5461	7017
NC_025779		Uroplatus fimbriatus	5288	6862
NC_025781		Phelsuma guimbeaui	5314	6903
NC_025782		Lepidodactylus lugubris	5326	6903
NC_025784		Stenodactylus petrii	6703	8265
NC_025785	Actinopterygii	Gymnocephalus cernua	5469	7028
NC_025786		Chrysolampis mosquitus	5397	6947
NC_025902	Mammalia	Lepus hainanus	5346	6887
NC_025911		Montifringilla nivalis	5416	6966
NC_025912		Pyrgilauda blanfordi	5415	6965
NC_025913		Montifringilla adamsi	5418	6968
NC_025914		Montifringilla taczanowskii	5417	6967
NC_025915		Pyrgilauda davidiana	5416	6966
NC_025916		Ardea modesta	5402	6952
NC_025917		Bubulcus ibis	5401	6951
NC_025918		Ardea intermedia	5404	6954
NC_025926		Pyrrhocorax pyrrhocorax	5418	6968
NC_025927		Pyrrhocorax graculus	5414	6964
NC_025929		Eremias przewalskii	5295	6839
NC_025930	Actinopterygii	Cirrhinus mrigala x Labeo rohita	5487	7037
NC_025932	Actinopterygii	Macropodus opercularis	5487	7037
NC_025934	Actinopterygii	Euthynnus affinis	5487	7037
NC_025935	Actinopterygii	Sillago aeolus	5471	7021
NC_025937	Actinopterygii	Argyrosomus amoyensis	5471	7021
NC_025938		Hemidactylus bowringii	5322	6866
NC_025939	Actinopterygii	Takifugu flavidus x Takifugu rubripes	5322	6866
NC_025940	Actinopterygii	Saurida wanieso	5449	6999
NC_025941	Actinopterygii	Oedalechilus labiosus	5480	7051
NC_025942	Chondrichthyes	Atlantoraja castelnaui	5473	7029
NC_025947	Actinopterygii	Parasinilabeo assimilis	5483	7033
NC_025949	Mammalia	Murina leucogaster	5331	6875
NC_025950	Actinopterygii	Ichthyoelephas longirostris	1	1548
NC_025951	Actinopterygii	Curimata mivartii	1	1548
NC_025952	Mammalia	Mus spretus	5325	6869
NC_025953	Actinopterygii	Chelmon rostratus	5477	7021
NC_025954	Chondrichthyes	Mobula eregoodootenkee	5509	7065
NC_026024		Heosemys depressa	5384	6931
NC_026027		Cyclemys pulchristriata	5381	6928
NC_026028		Chitra indica	5398	6945
NC_026029		Ara glaucogularis	5357	6904
NC_026032		Hynobius kimurae	5363	6913
NC_026033		Hynobius nigrescens	5358	6908
NC_026034	Mammalia	Myospalax psilurus	5313	6857
NC_026038		Cyclemys fusca	5378	6928
NC_026042		Psittacara rubritorquis	5367	6914
NC_026047		Elseya branderhorsti	5386	6924
NC_026048		Emydura subglobosa	5385	6923
NC_026049		Pelusios castaneus	5362	6906
NC_026050		Platemys platycephala	5406	6953
NC_026051		Protobothrops maolanensis	6244	7845
NC_026052		Protobothrops mangshanensis	6249	7850
NC_026063	Mammalia	Ovis orientalis	5334	6878
NC_026064	Mammalia	Ovis vignei	5334	6878
NC_026066		Phoenicurus auroreus	5398	6948
NC_026067		Luscinia cyanura	5408	6958
NC_026068		Garrulax perspicillatus	5410	6960
NC_026074	Actinopterygii	Dicentrarchus labrax	5584	7146
NC_026075	Actinopterygii	Dicentrarchus punctatus	5574	7127
NC_026078	Actinopterygii	Brachirus orientalis	5484	7034
NC_026082		Accipiter virgatus	5398	6948
NC_026084	Mammalia	Propithecus diadema	5354	6898
NC_026085	Mammalia	Varecia variegata	5358	6899
NC_026086	Mammalia	Propithecus edwardsi	5353	6897
NC_026088	Mammalia	Megaladapis edwardsi	5360	6901
NC_026090	Mammalia	Palaeopropithecus ingens	5363	6907
NC_026095	Mammalia	Indri indri	5824	7368
NC_026100	Actinopterygii	Sebastes longispinis	5483	7033
NC_026105		Goniurosaurus luii	5323	6867
NC_026106	Actinopterygii	Neolissochilus hexagonolepis	5477	7027
NC_026109	Actinopterygii	Oreochromis variabilis	5472	7067
NC_026110	Actinopterygii	Coptodon zillii	5470	7065
NC_026118	Actinopterygii	Megalobrama amblycephala x Megalobrama hoffmanni	5498	7048
NC_026119	Actinopterygii	Sinibrama taeniatus	5498	7048
NC_026122	Actinopterygii	Devario laoensis	5466	7016
NC_026124	Mammalia	Rhizomys sinensis	5310	6854
NC_026125		Stercorarius maccormicki	1	1551
NC_026127	Actinopterygii	Parabotia banarescui	5471	7021
NC_026128	Actinopterygii	Parabotia fasciata	5472	7022
NC_026129	Actinopterygii	Spinibarbus hollandi	5481	7031
NC_026130	Actinopterygii	Leptobotia taeniops	5476	7026
NC_026131	Mammalia	Episoriculus caudatus	5361	6905
NC_026191	Actinopterygii	Sebastes owstoni	5482	7032
NC_026194	Actinopterygii	Lagocephalus spadiceus	5447	6997
NC_026195	Actinopterygii	Grundulus bogotensis	1	1557
NC_026204	Mammalia	Crocidura attenuata	5357	6901
NC_026205	Actinopterygii	Schizothorax davidi	5476	7026
NC_026206	Actinopterygii	Schizopygopsis pylzovi	5479	7029
NC_026207	Actinopterygii	Schizopygopsis kialingensis	5479	7029
NC_026208	Chondrichthyes	Himantura gerrardi	5519	7075
NC_026210	Chondrichthyes	Taeniura lymma	5519	7075
NC_026211	Actinopterygii	Sorubim cuspicaudus	1	1551
NC_026213	Actinopterygii	Vanmanenia pingchowensis	5474	7015
NC_026216	Chondrichthyes	Pseudocarcharias kamoharai	5447	7000
NC_026217	Actinopterygii	Labeo fimbriatus	5491	7041
NC_026221	Actinopterygii	Bangana decora	5488	7038
NC_026222	Actinopterygii	Atule mate	5523	7073
NC_026223		Periparus ater	5411	6961
NC_026230	Actinopterygii	Cynoglossus trigrammus	8159	9712
NC_026232	Actinopterygii	Gazza minuta	5477	7027
NC_026233	Actinopterygii	Lobotes surinamensis	5649	7208
NC_026234	Actinopterygii	Gerres oyena	5673	7223
NC_026235	Actinopterygii	Polydactylus plebeius	5541	7091
NC_026236	Actinopterygii	Polynemus paradiseus	5502	7052
NC_026237	Actinopterygii	Pempheris schwenkii	5518	7074
NC_026284	Actinopterygii	Pelotretis flavilatus	5517	7067
NC_026285	Chondrichthyes	Himantura microphthalma	5520	7076
NC_026287	Chondrichthyes	Triaenodon obesus	5459	7015
NC_026293		Parus major	5413	6963
NC_026294	Actinopterygii	Schizothorax lantsangensis	5474	7024
NC_026303	Actinopterygii	Pomacanthus xanthometopon	5533	7083
NC_026304	Actinopterygii	Pomacanthus imperator	5531	7081
NC_026307	Chondrichthyes	Anoxypristis cuspidata	5490	7046
NC_026308		Urosaurus nigricaudus	5291	6838
NC_026313	Actinopterygii	Perca fluviatilis	5478	7028
NC_026442	Mammalia	Dremomys rufigenis	5365	6903
NC_026443	Mammalia	Hylopetes phayrei	5353	6894
NC_026451	Actinopterygii	Centropyge interrupta	5519	7069
NC_026453	Actinopterygii	Holacanthus clarionensis	5530	7080
NC_026455	Actinopterygii	Neosalanx tangkahkeii	5490	7040
NC_026456	Mammalia	Neophocaena asiaeorientalis	5366	6919
NC_026458	Actinopterygii	Megalobrama pellegrini	5496	7046
NC_026459		Streptopelia chinensis	5382	6932
NC_026460	Mammalia	Rhinolophus macrotis	5350	6894
NC_026461		Corvus brachyrhynchos	5411	6961
NC_026464	Actinopterygii	Epinephelus coioides x Epinephelus lanceolatus	5501	7051
NC_026467	Actinopterygii	Hyporhamphus intermedius	5608	7161
NC_026519	Actinopterygii	Mugilogobius chulae	5457	7010
NC_026520	Actinopterygii	Apolemichthys kingi	5518	7068
NC_026521	Actinopterygii	Chaetodontoplus mesoleucus	5617	7167
NC_026524		Hyla tsinlingensis	5542	7083
NC_026526	Actinopterygii	Pseudoplatystoma magdaleniatum	1	1551
NC_026528	Actinopterygii	Ictiobus cyprinellus	5485	7035
NC_026529	Mammalia	Vulpes lagopus	5351	6895
NC_026533	Actinopterygii	Sander lucioperca	5463	7022
NC_026535	Actinopterygii	Pterophyllum scalare	5461	7023
NC_026536		Teratoscincus roborowskii	5304	6845
NC_026542	Mammalia	Pteropus vampyrus	5344	6888
NC_026543	Actinopterygii	Cyprinus carpio Furong Carassius auratus red var	5477	7027
NC_026544	Actinopterygii	Tachysurus fulvidraco x Tachysurus vachelli	5470	7020
NC_026545	Actinopterygii	Pygoplites diacanthus	5541	7085
NC_026547		Crossoptilon harmani	6546	8096
NC_026548		Crossoptilon mantchuricum	6554	8104
NC_026549	Actinopterygii	Onychostoma gerlachi	5490	7040
NC_026553		Gloydius ussuriensis	6230	7831
NC_026566	Actinopterygii	Hypomesus olidus	5491	7041
NC_026579	Actinopterygii	Poecilia sphenops	5467	7023
NC_026580	Actinopterygii	Trichopodus trichopterus	5461	7014
NC_026581	Actinopterygii	Betta splendens	5507	7066
NC_026689	Actinopterygii	Symphysodon discus	5467	7029
NC_026693	Actinopterygii	Hemiculterella sauvagei	5495	7045
NC_026696	Chondrichthyes	Carcharhinus amboinensis	5460	7016
NC_026698		Pseudohynobius jinfo	5348	6898
NC_026701		Parus venustulus	5417	6967
NC_026705	Mammalia	Cynomys leucurus	5345	6886
NC_026706	Mammalia	Cynomys ludovicianus	5352	6893
NC_026709	Actinopterygii	Sinobdella sinensis	5446	6996
NC_026712	Actinopterygii	Pseudolaubuca sinensis	5497	7047
NC_026713	Actinopterygii	Devario chrysotaeniatus	5484	7034
NC_026714	Actinopterygii	Triplophysa strauchii	5462	7012
NC_026715		Falco cherrug	5452	7002
NC_026717	Actinopterygii	Ageneiosus pardalis	1	1551
NC_026718	Actinopterygii	Decapterus macarellus	5515	7065
NC_026723	Mammalia	Urocyon cinereoargenteus	5355	6899
NC_026725	Actinopterygii	Trichopodus leerii	5457	7016
NC_026731	Actinopterygii	Epinephelus corallicola	5498	7048
NC_026774	Chondrichthyes	Hemitriakis japanica	5459	7015
NC_026780	Mammalia	Manis tricuspis	5310	6863
NC_026781	Mammalia	Manis javanica	5326	6876
NC_026783		Corvus hawaiiensis	5407	6957
NC_026789		Nanorana parkeri	5608	7158
NC_026793		Sylviparus modestus	5422	6972
NC_026794	Actinopterygii	Trichogaster fasciata	5450	7009
NC_026836		Epigonichthys cultellus	1	1548
NC_026845	Actinopterygii	Lophiosilurus alexandri	5505	7055
NC_026846	Actinopterygii	Pseudoplatystoma corruscans	5045	6595
NC_026853		Onychodactylus zhangyapingi	5332	6879
NC_026854		Onychodactylus zhaoermii	5328	6878
NC_026867		Zootoca vivipara	5328	6878
NC_026870	Actinopterygii	Cyprinus carpio specularis x Carassius cuvieri	5476	7026
NC_026871	Chondrichthyes	Carcharhinus tjutjot	5462	7018
NC_026872	Actinopterygii	Acheilognathus barbatus	5462	7018
NC_026873	Actinopterygii	Brycon henni	1	1548
NC_026875	Mammalia	Tamiops swinhoei	5366	6907
NC_026883	Actinopterygii	Chaetodontoplus conspicillatus	5647	7197
NC_026886	Actinopterygii	Oxyeleotris lineolata	5476	7018
NC_026887	Actinopterygii	Ophiodon elongatus	5471	7021
NC_026888	Actinopterygii	Hexagrammos lagocephalus	5480	7030
NC_026889	Actinopterygii	Erilepis zonifer	5482	7032
NC_026893		Pelophylax cypriensis	5526	7076
NC_026894		Pelophylax epeiroticus	5527	7077
NC_026895		Pelophylax kurtmuelleri	5528	7078
NC_026896		Pelophylax shqipericus	5531	7081
NC_026899	Actinopterygii	Cheilodactylus variegatus	5475	7025
NC_026900	Actinopterygii	Abbottina obtusirostris	5489	7039
NC_026902	Actinopterygii	Eleotris oxycephala	5483	7036
NC_026904	Actinopterygii	Melanotaenia parkinsoni	5468	7015
NC_026911		Poecile palustris	5404	6963
NC_026912	Actinopterygii	Coilia brachygnathus	5404	6963
NC_026915	Mammalia	Myospalax aspalax	5483	7027
NC_026917		Lampetra aepyptera	1	1554
NC_026918	Actinopterygii	Parachromis managuensis	5470	7032
NC_026919	Actinopterygii	Selenotoca multifasciata	5470	7032
NC_026973	Actinopterygii	Acrossocheilus parallens	5473	7023
NC_026989	Actinopterygii	Synanceia verrucosa	5466	7016
NC_026992	Mammalia	Sus barbatus	6379	7923
NC_026994	Actinopterygii	Scombrops boops	5481	7040
NC_026998	Actinopterygii	Strongylura anastomella	5476	7029
NC_027062	Actinopterygii	Luciogobius pallidus	5466	7019
NC_027067		Pitta nympha	5374	6903
NC_027069	Actinopterygii	Bangana tungting	5478	7028
NC_027070	Actinopterygii	Thamnaconus hypargyreus	5465	7015
NC_027072		Leiopelma hochstetteri	5384	6937
NC_027081	Chondrichthyes	Carcharhinus brevipinna	5461	7017
NC_027083	Mammalia	Lynx lynx	6234	7778
NC_027088	Actinopterygii	Polydactylus sextarius	5720	7270
NC_027089		Cyclura pinguis	5333	6880
NC_027095		Cygnus cygnus	8464	10014
NC_027096		Cygnus olor	8475	10025
NC_027097	Actinopterygii	Plectorhinchus orientalis	5490	7049
NC_027098	Actinopterygii	Plectorhinchus vittatus	5488	7050
NC_027107	Actinopterygii	Pterocryptis cochinchinensis	5453	7003
NC_027115	Mammalia	Catopuma temminckii	6252	7796
NC_027162	Actinopterygii	Schizopyge lissolabiata	5474	7024
NC_027164	Actinopterygii	Coreoperca herzi	5464	7014
NC_027165	Actinopterygii	Microphysogobio yaluensis	5492	7042
NC_027166	Actinopterygii	Kichulchoia multifasciata	5466	7016
NC_027167	Actinopterygii	Liobagrus mediadiposalis	5458	7008
NC_027168	Actinopterygii	Sinocyclocheilus rhinocerous	6407	7957
NC_027169	Actinopterygii	Sinocyclocheilus anshuiensis	6436	7986
NC_027171	Actinopterygii	Scortum barcoo	5572	7134
NC_027173		Corvus macrorhynchos	5412	6962
NC_027175	Actinopterygii	Ambastaia sidthimunki	5412	6962
NC_027182	Chondrichthyes	Pristis pectinata	5498	7054
NC_027183	Actinopterygii	Seriola rivoliana	5504	7054
NC_027186	Actinopterygii	Conger japonicus	5485	7050
NC_027189	Actinopterygii	Tarimichthys bombifrons	5485	7050
NC_027191		Gekko chinensis	5326	6876
NC_027192	Actinopterygii	Barbatula barbatula	5486	7036
NC_027193	Actinopterygii	Chaenogobius gulosus	5463	7016
NC_027228	Actinopterygii	Siniperca knerii x Siniperca chuatsi	5474	7033
NC_027229		Eopsaltria griseogularis	5423	6973
NC_027230		Eopsaltria georgiana	5423	6973
NC_027231		Tregellasia capito	5421	6971
NC_027233	Mammalia	Bison priscus	5687	7231
NC_027234	Actinopterygii	Enchelynassa canina	5429	7031
NC_027236		Rana sylvatica	5518	7071
NC_027237	Mammalia	Nyctalus noctula	5339	6883
NC_027238	Actinopterygii	Trichopodus microlepis	5444	6997
NC_027239	Actinopterygii	Liza macrolepis	5472	7067
NC_027240	Actinopterygii	Gymnomuraena zebra	5429	7036
NC_027241		Aethopyga gouldiae	5420	6970
NC_027242	Mammalia	Crocidura orientalis	5351	6895
NC_027243	Mammalia	Crocidura palawanensis	5358	6902
NC_027244	Mammalia	Crocidura ninoyi	5355	6899
NC_027245	Mammalia	Crocidura negrina	5355	6899
NC_027246	Mammalia	Crocidura panayensis	5356	6900
NC_027247	Mammalia	Crocidura grayi	5358	6902
NC_027248	Mammalia	Crocidura mindorus	5358	6905
NC_027249	Mammalia	Crocidura beatus	5356	6900
NC_027251		Emberiza jankowskii	5393	6943
NC_027255	Actinopterygii	Gnathopogon imberbis	5491	7041
NC_027260		Tinamus guttatus	5491	7041
NC_027268	Actinopterygii	Aluterus monoceros	5461	7011
NC_027270	Actinopterygii	Gnathopogon taeniellus	5486	7036
NC_027274		Telmatobufo australis	5597	7138
NC_027275		Phaethon lepturus	5597	7138
NC_027277	Actinopterygii	Coregonus autumnalis	5472	7022
NC_027278	Mammalia	Ictidomys tridecemlineatus	5347	6888
NC_027279		Tetraogallus himalayensis	6553	8103
NC_027283	Mammalia	Spermophilus dauricus	5356	6897
NC_027284		Prunella montanella	5410	6960
NC_027285		Acanthis flammea	5400	6950
NC_027289	Actinopterygii	Haplochromis burtoni	5471	7066
NC_027291	Actinopterygii	Beaufortia szechuanensis	5468	7018
NC_027408	Actinopterygii	Thymallus pallasii	5469	7019
NC_027409	Actinopterygii	Thymallus tugarinae	5470	7020
NC_027410	Actinopterygii	Thymallus yaluensis	5470	7020
NC_027411	Actinopterygii	Thymallus burejensis	5470	7020
NC_027412	Actinopterygii	Thymallus brevirostris	5468	7018
NC_027417	Actinopterygii	Acipenser sturio	5501	7054
NC_027418	Mammalia	Eothenomys melanogaster	5302	6846
NC_027420		Recurvirostra avosetta	5374	6924
NC_027421		Tylototriton taliangensis	5307	6857
NC_027435	Actinopterygii	Macrognathus aculeatus	5444	6994
NC_027436	Actinopterygii	Cetonurus globiceps	5444	6994
NC_027437	Actinopterygii	Rhodeus fangi	5477	7027
NC_027438	Actinopterygii	Sebastes vulpes	5492	7042
NC_027439	Actinopterygii	Sebastes taczanowskii	5482	7032
NC_027440	Actinopterygii	Sebastes hubbsi	5483	7033
NC_027444	Actinopterygii	Sebastes minor	5479	7029
NC_027445	Actinopterygii	Sebastes steindachneri	5482	7032
NC_027446	Actinopterygii	Sebastes trivittatus	5481	7031
NC_027447	Actinopterygii	Sebastes thompsoni	5481	7031
NC_027448	Actinopterygii	Misgurnus anguillicaudatus x Paramisgurnus dabryanus	5468	7018
NC_027452		Rhacophorus dennysi	10015	11568
NC_027453		Hylocharis cyanus	5374	6924
NC_027454		Oreotrochilus melanogaster	5376	6926
NC_027455		Florisuga mellivora	5387	6937
NC_027495	Actinopterygii	Botia lohachata	5387	6937
NC_027496		Eurynorhynchus pygmeus	5388	6938
NC_027497	Chondrichthyes	Himantura hortlei	5510	7066
NC_027498	Actinopterygii	Tor tor	5479	7029
NC_027499	Mammalia	Dipus sagitta	5337	6881
NC_027500	Mammalia	Euchoreutes naso	5354	6898
NC_027501		Ambystoma bishopi	5304	6851
NC_027504		Eudocimus ruber	6526	8076
NC_027507		Tylototriton wenxianensis	5313	6863
NC_027517	Actinopterygii	Triplophysa yarkandensis	5466	7016
NC_027521	Chondrichthyes	Dipturus trachyderma	5473	7029
NC_027522	Actinopterygii	Acipenser schrenckii x Huso dauricus	5504	7057
NC_027578	Mammalia	Eozapus setchuanus	5324	6868
NC_027579	Mammalia	Sicista concolor	5339	6883
NC_027582	Actinopterygii	Orestias ascotanensis	5476	7029
NC_027583	Actinopterygii	Odontobutis interrupta	5292	6845
NC_027585	Actinopterygii	Holacanthus africanus	5524	7074
NC_027586	Actinopterygii	Holacanthus tricolor	5530	7080
NC_027587	Actinopterygii	Icelus spatula	5474	7024
NC_027588	Actinopterygii	Leptoclinus maculatus	5481	7031
NC_027592	Actinopterygii	Apolemichthys griffisi	5516	7066
NC_027593	Mammalia	Mesoplodon ginkgodens	5362	6912
NC_027594	Actinopterygii	Holacanthus passer	5530	7080
NC_027595	Actinopterygii	Holacanthus ciliaris	5530	7080
NC_027596	Actinopterygii	Genicanthus semifasciatus	5524	7074
NC_027597	Actinopterygii	Genicanthus bellus	5519	7069
NC_027598	Actinopterygii	Centropyge venusta	5533	7083
NC_027599	Actinopterygii	Paracentropyge multifasciata	5531	7081
NC_027606		Asio flammeus	5395	6945
NC_027617	Actinopterygii	Tor khudree	5476	7026
NC_027649	Chondrichthyes	Himantura dalyensis	5515	7071
NC_027651	Actinopterygii	Centropyge multicolor	5697	7247
NC_027652	Actinopterygii	Centropyge joculator	5697	7247
NC_027654	Actinopterygii	Chlorophthalmus nigromarginatus	5515	7065
NC_027655		Lanius isabellinus	5515	7065
NC_027656	Actinopterygii	Symphurus orientalis	5912	7471
NC_027657		Garrulax ocellatus	5414	6964
NC_027658	Mammalia	Callithrix kuhlii	5318	6857
NC_027661	Actinopterygii	Clarias gariepinus	5477	7027
NC_027662	Actinopterygii	Lefua nikkonis	5465	7015
NC_027663	Actinopterygii	Cobitis biwae	5468	7018
NC_027664	Actinopterygii	Nipponocypris temminckii	5498	7048
NC_027665	Actinopterygii	Tanakia tanago	5485	7035
NC_027670	Actinopterygii	Schizothorax kozlovi	5473	7023
NC_027683	Mammalia	Meriones libycus	5333	6877
NC_027684	Mammalia	Meriones meridianus	5334	6878
NC_027686		Bufo stejnegeri	5530	7071
NC_027688	Actinopterygii	Danio nigrofasciatus	6448	7992
NC_027689	Actinopterygii	Prochilodus argenteus	5471	7018
NC_027690	Actinopterygii	Prochilodus costatus	5472	7019
NC_027692	Mammalia	Stylodipus telum	5346	6890
NC_027731		Arremon aurantiirostris	5400	6950
NC_027733	Actinopterygii	Ephippus orbis	5490	7040
NC_027734	Actinopterygii	Nemipterus virgatus	5558	7108
NC_027737	Actinopterygii	Plotosus japonicus	5430	6977
NC_027740	Mammalia	Propithecus tattersalli	5350	6894
NC_027741	Actinopterygii	Ancherythroculter lini	5489	7039
NC_027742	Mammalia	Fukomys damarensis	5322	6863
NC_027745	Actinopterygii	Perca schrenkii	5479	7029
NC_027825	Mammalia	Alouatta seniculus	5328	6884
NC_027826		Mauremys caspica	5389	6936
NC_027828	Mammalia	Mungotictis decemlineata	5346	6890
NC_027839		Ara militaris	6848	8395
NC_027840		Amazona ochrocephala	7050	8597
NC_027841		Coracopsis vasa	6753	8306
NC_027842		Eclectus roratus	6695	8242
NC_027843		Forpus passerinus	6765	8312
NC_027844		Myiopsitta monachus	6625	8172
NC_027845		Nestor notabilis	6666	8213
NC_027847		Psittacus erithacus	6484	8031
NC_027848		Psittrichas fulgidus	6629	8176
NC_027849	Actinopterygii	Iksookimia koreensis	5461	7011
NC_027850	Actinopterygii	Iksookimia longicorpa	5468	7018
NC_027853	Actinopterygii	Sinibotia robusta	5468	7018
NC_027856	Actinopterygii	Labeo gonius	5491	7041
NC_027857	Actinopterygii	Apolemichthys armitagei	5517	7067
NC_027858	Actinopterygii	Taractichthys steindachneri	5473	7023
NC_027931	Actinopterygii	Hippocampus reidi	5465	7018
NC_027932	Mammalia	Micromys minutus	5323	6867
NC_027933		Motacilla cinerea	6648	8198
NC_027934		Phoenicopterus ruber	5401	6951
NC_027935	Mammalia	Vulpes ferrilata	5351	6895
NC_027936		Picoides pubescens	5409	6959
NC_027938		Aptenodytes forsteri	5391	6941
NC_027940	Actinopterygii	Schizopyge nukiangensis	5475	7025
NC_027942		Zosterops erythropleurus	5418	6968
NC_027944	Actinopterygii	Maylandia zebra	5418	6968
NC_027945	Mammalia	Microtus ochrogaster	5303	6847
NC_027946	Actinopterygii	Hemigrammus bleheri	5547	7106
NC_027947		Goura scheepmakeri	5478	7037
NC_027949	Actinopterygii	Poecilia formosa	5466	7022
NC_027950	Actinopterygii	Lutjanus peru	5488	7038
NC_027953	Actinopterygii	Protomelas annectens	5473	7065
NC_027956	Mammalia	Canis anthus	5348	6892
NC_027964	Mammalia	Choloepus hoffmanni	5353	6909
NC_027965	Actinopterygii	Symphysodon haraldi	5468	7030
NC_027967	Actinopterygii	Genicanthus melanospilos	5525	7075
NC_027968	Actinopterygii	Centropyge heraldi	5523	7073
NC_027969	Actinopterygii	Centropyge woodheadi	5521	7071
NC_027970	Actinopterygii	Centropyge flavissima	5525	7075
NC_027971	Actinopterygii	Centropyge eibli	5526	7076
NC_027972	Actinopterygii	Genicanthus lamarck	5519	7069
NC_027973	Mammalia	Myotis petax	7309	8853
NC_027977	Mammalia	Plecotus macrobullaris	5326	6870
NC_028011	Actinopterygii	Pundamilia nyererei	5462	7057
NC_028013	Mammalia	Mustela eversmannii	5462	7057
NC_028014	Actinopterygii	Pseudopleuronectes yokohamae	5503	7062
NC_028018	Actinopterygii	Salvelinus albus	6466	8016
NC_028019		Sasia ochracea	5403	6953
NC_028020		Campephilus guatemalensis	5407	6957
NC_028022	Actinopterygii	Chirolophis japonicus	5479	7029
NC_028030		Conolophus subcristatus	5308	6855
NC_028031		Amblyrhynchus cristatus	5304	6851
NC_028033	Actinopterygii	Alticorpus geoffreyi	5471	7060
NC_028035		Gekko japonicus	5325	6872
NC_028036		Lonchura punctulata	5400	6950
NC_028037		Poospiza thoracica	5401	6951
NC_028038		Poospiza cabanisi	5401	6951
NC_028039		Poospiza lateralis	5401	6951
NC_028048		Cyclophiops major	6218	7819
NC_028049		Ptyas dhumnades	6178	7779
NC_028055	Actinopterygii	Epinephelus fuscoguttatus x Epinephelus lanceolatus	5497	7047
NC_028072	Actinopterygii	Hypoptopoma incognitum	5473	7023
NC_028079	Actinopterygii	Taractes rubescens	5470	7020
NC_028082		Garrulax poecilorhynchus	5403	6953
NC_028083	Actinopterygii	Xiphophorus couchianus	5461	7017
NC_028087	Actinopterygii	Pimephales promelas	5479	7029
NC_028088	Actinopterygii	Cyprinodon variegatus	5471	7024
NC_028089	Actinopterygii	Fossorochromis rostratus	5472	7064
NC_028090	Actinopterygii	Glossolepis incisus	5465	7015
NC_028150	Mammalia	Uropsilus sp. 4 FT-2015	5359	6903
NC_028151	Actinopterygii	Ictalurus furcatus	5452	7002
NC_028156	Actinopterygii	Placidochromis longimanus	5472	7064
NC_028157	Actinopterygii	Periophthalmus magnuspinnatus	5483	7036
NC_028161	Mammalia	Capra aegagrus	5328	6872
NC_028162		Otus scops	5406	6956
NC_028163		Otus bakkamoena	5380	6930
NC_028165	Actinopterygii	Banjos banjos	5472	7022
NC_028166	Actinopterygii	Maccullochella ikei	5485	7035
NC_028167	Actinopterygii	Maccullochella macquariensis	5485	7035
NC_028169	Actinopterygii	Sinilabeo rendahli	5486	7036
NC_028172	Actinopterygii	Megalobrama skolokovii x Megalobrama amblycephala	6433	7983
NC_028173	Actinopterygii	Megalobrama amblycephala x Megalobrama skolkovii	6435	7985
NC_028174		Dendrocopos major	5418	6968
NC_028175	Actinopterygii	Silurus microdorsalis	5467	7017
NC_028176		Sternula albifrons	1	1551
NC_028177		Halcyon coromanda	5398	6948
